id,name,age,gender,university,faculty,year,rent_total,expected_rent,district,latitude,longitude,has_pets,smoker,max_commute_min
S0494,Natalia Mejía,20,F,USIL,Administración,3,1411,706,La Molina,-12.059982,-76.916921,False,False,49
S0495,Gustavo Luna,24,M,UL,Administración,1,943,472,Comas,-12.004898,-77.076448,False,True,35
S0496,Miranda Villegas,23,F,UNMSM,Administración,5,1122,561,Comas,-12.000013,-77.070149,False,False,41
S0497,Andrea Fernández,18,F,UL,Medicina,3,979,490,Surco,-12.154242,-76.980723,True,False,30
S0498,Rafael Villegas,22,M,USIL,Ingeniería,2,1070,535,Surco,-12.143781,-76.984127,True,False,34
S0499,Adriana Suárez,21,F,UAP,Diseño,4,1240,620,Comas,-11.997745,-77.068161,True,False,29
S0500,Héctor Suárez,23,M,UTP,Arquitectura,5,949,474,Magdalena,-12.084009,-77.061778,False,True,48
S0501,Tatiana Villegas,19,F,UAP,Medicina,2,1202,601,Magdalena,-12.093241,-77.067338,True,False,41
S0502,Sergio Castillo,21,M,UCS,Informática,2,1111,556,San Isidro,-12.099606,-77.02976,True,True,22
S0503,Sofía Zamora,23,F,UNMSM,Ingeniería,1,1051,526,Surco,-12.155,-76.98047,True,True,54
S0504,Aler Sánchez,18,M,UCS,Ingeniería,3,1428,714,La Molina,-12.057141,-76.922999,False,True,44
S0505,Esteban Ramírez,19,M,UL,Ingeniería,1,830,415,Los Olivos,-11.972008,-77.078589,False,False,51
S0506,Jorge Palomino,21,M,UTP,Ingeniería,3,868,434,San Miguel,-12.059738,-77.083706,True,True,52
S0507,Rocío Tello,24,F,UAP,Psicología,5,1286,643,Miraflores,-12.119091,-77.033851,True,True,25
S0508,Carla Cruz,23,F,UNMSM,Economía,5,1050,525,San Isidro,-12.098602,-77.045816,False,False,54
S0509,Sofía Palomino,20,F,UCS,Informática,2,1506,753,Los Olivos,-11.968355,-77.076083,False,False,27
S0510,Elías Silva,20,M,UCS,Ingeniería,2,844,422,Miraflores,-12.130966,-77.022629,True,True,50
S0511,Diego Campos,19,M,UPC,Derecho,1,1210,605,Magdalena,-12.084826,-77.069355,True,False,32
S0512,Alberto Vargas,19,M,UL,Arte,1,898,449,Los Olivos,-11.976749,-77.064984,True,True,22
S0513,Bruno Palomino,18,M,UTP,Derecho,2,1175,588,San Miguel,-12.056846,-77.079803,True,False,26
S0514,Rafael Reyes,25,M,UL,Derecho,1,873,436,Surco,-12.140516,-76.997486,False,False,48
S0515,Camila Carrasco,21,F,UNI,Diseño,3,1240,620,Comas,-11.989081,-77.064687,False,False,23
S0516,Sheltty Alvarado,18,F,UCS,Medicina,1,959,480,Los Olivos,-11.969505,-77.072021,False,True,50
S0517,Héctor Suárez,23,M,UTP,Medicina,5,1404,702,Surco,-12.159227,-76.992167,False,True,45
S0518,Jessica Alvarado,22,F,UL,Diseño,3,1343,672,San Isidro,-12.100673,-77.028865,True,True,47
S0519,Camila Alvarado,18,F,UCS,Administración,5,824,412,Surco,-12.144697,-76.987432,True,True,37
S0520,Antonio Ortega,18,M,USIL,Derecho,4,1089,544,San Isidro,-12.096355,-77.029761,False,False,41
S0521,Tania Bravo,25,F,UAP,Arte,3,1287,644,Los Olivos,-11.975018,-77.068799,False,True,46
S0522,Elsa Bravo,24,F,USIL,Arquitectura,1,916,458,Miraflores,-12.117872,-77.019398,True,False,28
S0523,Carlos Fernández,24,M,PUCP,Medicina,5,942,471,Miraflores,-12.122191,-77.035255,True,False,26
S0524,Sofía Molina,19,F,UNMSM,Informática,1,809,404,Los Olivos,-11.968688,-77.067305,False,True,27
S0525,Gabriel Ramos,18,M,UTP,Arquitectura,5,1305,652,San Isidro,-12.095046,-77.044256,False,True,35
S0526,Verónica León,23,F,UNMSM,Ingeniería,3,998,499,San Isidro,-12.101462,-77.035477,False,False,34
S0527,Hernán Ortega,18,M,UPC,Ciencias,2,1376,688,La Molina,-12.066638,-76.93212,False,False,22
S0528,Pedro Silva,18,M,UL,Ciencias,3,1205,602,Surco,-12.141798,-76.984321,False,True,23
S0529,Marco Sánchez,18,M,USIL,Arte,1,1281,640,San Miguel,-12.050239,-77.079434,True,False,34
S0530,Elena Ruiz,22,F,UCS,Economía,4,1384,692,La Molina,-12.067698,-76.917231,False,False,57
S0531,Raúl Valdez,19,M,UCS,Psicología,2,1473,736,Comas,-12.007399,-77.075827,False,True,30
S0532,Ana Aguilar,22,F,UPC,Economía,1,948,474,Miraflores,-12.113078,-77.022573,True,False,46
S0533,Mónica Paredes,25,F,USIL,Diseño,4,1324,662,Comas,-12.006445,-77.072565,True,True,54
S0534,Patricia Arroyo,23,F,UAP,Economía,5,1176,588,San Miguel,-12.059785,-77.078249,True,True,34
S0535,Hernán Aguilar,23,M,UNI,Ingeniería,3,1488,744,Surco,-12.150147,-76.991875,False,True,60
S0536,Sheltty Tello,21,F,UNI,Psicología,2,1511,756,Surco,-12.146356,-76.996156,True,True,32
S0537,Rosa Tello,24,F,UCS,Diseño,3,988,494,Los Olivos,-11.961237,-77.070016,False,False,34
S0538,Gustavo Delgado,19,M,UPC,Medicina,4,1368,684,San Isidro,-12.088003,-77.044315,False,False,33
S0539,Diana Zamora,21,F,UCS,Administración,2,1014,507,San Miguel,-12.058438,-77.087827,False,True,44
S0540,Lucero Espinoza,25,F,UNI,Ciencias,4,1425,712,Surco,-12.15915,-76.997926,False,False,22
S0541,Aler Bravo,20,M,UL,Administración,4,1547,774,Comas,-11.989783,-77.074985,False,True,42
S0542,Antonio Chávez,22,M,UTP,Economía,5,1193,596,Magdalena,-12.089398,-77.065992,True,True,38
S0543,Flor Reyes,24,F,UNMSM,Arte,3,1251,626,San Isidro,-12.089263,-77.044996,False,False,60
S0544,Sofía Lozano,20,F,UNI,Derecho,3,963,482,Comas,-12.002132,-77.066258,False,False,58
S0545,Lorena Gutiérrez,24,F,UPC,Psicología,1,846,423,Miraflores,-12.122948,-77.025167,False,False,24
S0546,Jimena Chávez,23,F,UCS,Psicología,5,852,426,Miraflores,-12.130439,-77.021206,True,False,56
S0547,Elsa Reyes,25,F,UL,Derecho,1,944,472,Magdalena,-12.090417,-77.074534,False,True,36
S0548,Rocío Tello,24,F,UAP,Arquitectura,1,1272,636,Comas,-12.007068,-77.074838,True,True,52
S0549,Sheltty Ibarra,23,F,UAP,Informática,1,1063,532,San Miguel,-12.054509,-77.080509,True,False,49
S0550,Andrea Aguilar,18,F,PUCP,Informática,4,931,466,Surco,-12.142621,-76.995191,True,True,48
S0551,Diego Ortega,21,M,UPC,Informática,1,1025,512,San Miguel,-12.057528,-77.083919,False,False,52
S0552,Brenda Carrasco,24,F,UPC,Economía,2,876,438,Magdalena,-12.084148,-77.069381,False,False,54
S0553,Melissa Tello,20,F,UNI,Medicina,1,1019,510,Surco,-12.157607,-76.998919,False,True,54
S0554,Aler Carrasco,20,M,UNI,Diseño,2,1215,608,Miraflores,-12.119779,-77.033586,True,True,21
S0555,Carmen Díaz,21,F,UNI,Ingeniería,5,819,410,Magdalena,-12.094852,-77.063315,True,False,60
S0556,Sergio Cruz,21,M,UTP,Administración,4,989,494,Surco,-12.156111,-76.998512,True,True,47
S0557,Andrés Gómez,23,M,UAP,Medicina,2,984,492,Comas,-11.995512,-77.063839,True,False,21
S0558,Andrés Villegas,19,M,UAP,Arte,1,1333,666,Miraflores,-12.116537,-77.018027,True,False,40
S0559,Gabriel Ibarra,23,M,UNMSM,Psicología,4,1221,610,La Molina,-12.068689,-76.916737,True,True,37
S0560,Luis Reyes,19,M,PUCP,Diseño,3,968,484,Los Olivos,-11.96114,-77.075911,False,True,38
S0561,Sebastián Ruiz,22,M,UL,Informática,2,1472,736,Surco,-12.156137,-76.991379,False,False,26
S0562,Oscar Ruiz,22,M,UTP,Psicología,5,1112,556,La Molina,-12.064953,-76.936586,False,True,43
S0563,Diego Salazar,20,M,UTP,Economía,5,827,414,Miraflores,-12.128663,-77.020282,False,True,46
S0564,Gabriela Gómez,19,F,UPC,Arte,1,860,430,La Molina,-12.068918,-76.935052,True,True,42
S0565,Julio Sánchez,23,M,UNMSM,Economía,5,981,490,Surco,-12.14147,-76.985302,False,False,35
S0566,Patricia Delgado,19,F,UCS,Administración,4,824,412,San Isidro,-12.100113,-77.033807,True,True,59
S0567,Elena Castillo,25,F,UCS,Ciencias,1,986,493,Comas,-12.003253,-77.069134,False,True,37
S0568,Juliana Mejía,24,F,PUCP,Psicología,1,1197,598,Los Olivos,-11.978914,-77.062732,True,True,55
S0569,Lucía Palomino,21,F,UL,Ingeniería,3,883,442,La Molina,-12.061966,-76.921105,True,False,31
S0570,Brenda Flores,24,F,PUCP,Ciencias,3,1389,694,San Isidro,-12.100928,-77.038517,False,False,39
S0571,Jessica Aguilar,21,F,UCS,Ciencias,4,912,456,Comas,-12.004186,-77.075402,True,True,31
S0572,Rafael Ibarra,24,M,UAP,Derecho,2,851,426,Magdalena,-12.081292,-77.07764,True,False,47
S0573,Lucía Montoya,20,F,UPC,Informática,2,820,410,Miraflores,-12.112187,-77.035606,False,False,43
S0574,Pedro Romero,21,M,UCS,Diseño,4,1571,786,San Miguel,-12.054268,-77.09621,True,False,28
S0575,Adriana Salazar,23,F,UNMSM,Arquitectura,4,1337,668,Los Olivos,-11.960688,-77.073728,False,True,59
S0576,Lorena Sánchez,18,F,UNI,Ingeniería,4,817,408,Magdalena,-12.095091,-77.07072,False,True,29
S0577,Jimena Gómez,20,F,UPC,Administración,5,1162,581,Miraflores,-12.118248,-77.035193,True,True,32
S0578,Lucía Sánchez,20,F,UNMSM,Administración,2,1204,602,San Miguel,-12.049476,-77.085268,True,True,27
S0579,Oscar Herrera,24,M,UPC,Informática,1,857,428,La Molina,-12.068185,-76.918004,True,False,30
S0580,Oscar Paredes,23,M,UNMSM,Economía,2,1252,626,Surco,-12.148242,-76.980202,False,True,49
S0581,Hernán Cabrera,21,M,UTP,Ciencias,5,1253,626,San Miguel,-12.052695,-77.085319,True,False,31
S0582,Gabriel Ramos,20,M,UAP,Economía,5,946,473,Surco,-12.153207,-76.98339,False,True,26
S0583,Lorena Paredes,24,F,PUCP,Derecho,3,807,404,San Miguel,-12.050168,-77.078331,True,True,23
S0584,Sebastián Villegas,18,M,UL,Medicina,2,1399,700,Magdalena,-12.098407,-77.061526,True,False,30
S0585,Claudia Luna,19,F,USIL,Arte,1,844,422,Surco,-12.150054,-76.986201,True,True,27
S0586,Tatiana Peña,20,F,PUCP,Ciencias,3,1423,712,Los Olivos,-11.974899,-77.068805,True,True,38
S0587,Renato Tello,18,M,UAP,Diseño,5,930,465,Los Olivos,-11.969233,-77.060528,False,True,25
S0588,Carla Cabrera,24,F,UL,Economía,3,1232,616,La Molina,-12.061001,-76.930689,False,True,51
S0589,Adriana Valdez,23,F,UNMSM,Derecho,4,1057,528,Comas,-11.993396,-77.061414,False,True,36
S0590,Andrea Rojas,21,F,UCS,Medicina,1,1257,628,La Molina,-12.070514,-76.91818,True,True,39
S0591,Eduardo Tello,23,M,UNMSM,Psicología,3,942,471,Miraflores,-12.128718,-77.023139,True,True,46
S0592,Claudia Yáñez,22,F,UNI,Informática,5,1360,680,Magdalena,-12.097364,-77.06804,True,False,43
S0593,Fernando Palomino,25,M,UNMSM,Psicología,1,1165,582,San Miguel,-12.063143,-77.092944,True,False,46
S0594,Gabriela Alvarado,19,F,UNMSM,Economía,5,1086,543,La Molina,-12.0624,-76.920748,True,False,54
S0595,Enrique Molina,20,M,PUCP,Economía,4,1155,578,Miraflores,-12.112759,-77.017168,True,True,21
S0596,Julio Delgado,20,M,UNMSM,Derecho,2,917,458,La Molina,-12.058282,-76.93503,False,True,21
S0597,Hernán Quispe,23,M,USIL,Psicología,2,893,446,San Isidro,-12.0886,-77.03635,False,False,32
S0598,Jorge Huamán,25,M,UAP,Medicina,2,1482,741,Magdalena,-12.08962,-77.06253,False,True,40
S0599,Melissa León,18,F,UTP,Diseño,1,1196,598,San Miguel,-12.062721,-77.087858,True,False,30
S0600,Isabel Carrasco,19,F,UTP,Arquitectura,2,944,472,Comas,-12.002135,-77.078156,True,False,48
S0601,Cristian León,25,M,PUCP,Ingeniería,1,1088,544,San Isidro,-12.090386,-77.037776,True,True,23
S0602,Héctor Reyes,23,M,UAP,Arquitectura,2,1337,668,San Isidro,-12.092265,-77.028168,False,False,59
S0603,Tatiana Huamán,21,F,UL,Ciencias,5,1567,784,San Miguel,-12.066342,-77.093517,True,True,39
S0604,Carla Morales,22,F,UTP,Economía,3,1405,702,La Molina,-12.058797,-76.919228,False,True,39
S0605,Sheltty Pérez,25,F,UNI,Administración,3,849,424,San Isidro,-12.093855,-77.026968,False,True,35
S0606,Diego Montoya,20,M,UL,Arquitectura,5,1202,601,Comas,-12.006513,-77.077664,True,True,47
S0607,Noelia Ortega,23,F,UAP,Derecho,4,904,452,San Isidro,-12.099738,-77.038658,True,True,23
S0608,Patricia Yáñez,25,F,UL,Ciencias,4,1421,710,Miraflores,-12.131029,-77.033526,False,False,42
S0609,Héctor Tello,23,M,UNI,Derecho,1,1462,731,Comas,-11.991953,-77.072598,False,False,27
S0610,Mónica Cabrera,20,F,UL,Psicología,1,1522,761,Miraflores,-12.125747,-77.018613,True,True,25
S0611,Gabriel Sánchez,22,M,UTP,Diseño,4,1236,618,Comas,-11.998219,-77.075017,True,True,45
S0612,Nicolás Castillo,23,M,UNI,Psicología,3,1339,670,Miraflores,-12.120872,-77.022833,True,True,25
S0613,Luis Carrasco,19,M,UNI,Ingeniería,1,918,459,San Isidro,-12.098104,-77.038605,False,True,50
S0614,Ricardo Cabrera,22,M,UL,Administración,4,1128,564,Miraflores,-12.11886,-77.032818,False,False,57
S0615,Araceli Espinoza,20,F,UCS,Arte,2,1204,602,La Molina,-12.073813,-76.926487,False,True,40
S0616,Melissa Torres,18,F,UNI,Diseño,3,1081,540,Los Olivos,-11.961601,-77.06373,False,True,46
S0617,Lucero Ramírez,18,F,UAP,Diseño,2,821,410,Magdalena,-12.099222,-77.069663,True,False,52
S0618,Claudia Mendoza,24,F,UNMSM,Economía,2,850,425,Miraflores,-12.113122,-77.022322,True,False,60
S0619,Elena Salazar,20,F,UNMSM,Ciencias,4,1023,512,La Molina,-12.066225,-76.923087,False,False,33
S0620,Martín Peña,22,M,UL,Economía,4,1061,530,Surco,-12.149466,-76.980009,False,False,55
S0621,Alejandro Bravo,22,M,UTP,Derecho,2,1147,574,Surco,-12.155767,-76.987793,True,True,52
S0622,Juliana Lozano,19,F,UPC,Administración,4,1084,542,Los Olivos,-11.974585,-77.078956,False,False,37
S0623,Sofía Alvarado,19,F,UL,Administración,2,1475,738,Los Olivos,-11.978181,-77.077672,True,False,54
S0624,Carla Yáñez,19,F,UAP,Derecho,5,1332,666,Magdalena,-12.085728,-77.064704,True,False,47
S0625,Manuel Silva,24,M,UPC,Derecho,3,987,494,Miraflores,-12.111404,-77.019115,True,False,43
S0626,Eduardo Molina,20,M,UNMSM,Medicina,2,1517,758,Comas,-11.993085,-77.074941,False,True,37
S0627,Gabriela Alvarado,21,F,UL,Ingeniería,1,1543,772,Comas,-11.995981,-77.060149,False,True,51
S0628,Brenda Peña,21,F,UAP,Psicología,3,940,470,Surco,-12.142002,-76.999257,True,True,57
S0629,Ana Ramírez,24,F,USIL,Informática,3,1196,598,San Miguel,-12.050569,-77.089207,False,False,37
S0630,Rocío Alvarado,19,F,PUCP,Economía,5,1104,552,La Molina,-12.067588,-76.934037,False,True,54
S0631,Luis Ruiz,20,M,UNMSM,Economía,1,932,466,Miraflores,-12.126789,-77.035269,True,True,27
S0632,Manuel Cabrera,19,M,UTP,Medicina,3,840,420,San Isidro,-12.09891,-77.035097,False,True,31
S0633,Andrés Arroyo,18,M,PUCP,Derecho,4,1377,688,San Miguel,-12.066702,-77.082685,False,True,45
S0634,Antonio Torres,24,M,UNMSM,Diseño,4,1458,729,Magdalena,-12.082728,-77.061031,True,False,53
S0635,Víctor Molina,18,M,PUCP,Arquitectura,5,1221,610,San Miguel,-12.052743,-77.078373,True,True,37
S0636,Marco Silva,21,M,UAP,Ciencias,1,1366,683,San Isidro,-12.088845,-77.038374,True,True,32
S0637,Oscar Tello,25,M,UPC,Administración,3,1106,553,Los Olivos,-11.966004,-77.069048,False,False,34
S0638,Miguel Lozano,23,M,UNMSM,Medicina,4,815,408,Comas,-11.999271,-77.075383,True,False,43
S0639,Noelia Silva,25,F,UCS,Medicina,5,893,446,San Miguel,-12.05692,-77.087042,False,False,31
S0640,Patricia Ramos,19,F,UTP,Arte,4,1323,662,La Molina,-12.062392,-76.922032,True,True,56
S0641,Lucero Ramírez,19,F,UL,Medicina,5,1114,557,Magdalena,-12.098193,-77.07523,True,False,21
S0642,Sofía Ortega,22,F,UNMSM,Arquitectura,3,1442,721,Surco,-12.142456,-76.994506,False,True,27
S0643,Sebastián Zamora,25,M,UL,Psicología,3,1265,632,Los Olivos,-11.969727,-77.076546,True,True,59
S0644,Manuel Gómez,22,M,UAP,Economía,5,1264,632,Magdalena,-12.088523,-77.079079,True,False,59
S0645,Araceli Cabrera,19,F,UTP,Derecho,4,1074,537,Miraflores,-12.114575,-77.020483,False,True,26
S0646,Luis Morales,22,M,UL,Ciencias,3,1247,624,San Miguel,-12.064267,-77.08078,False,True,60
S0647,Víctor Ortega,24,M,UPC,Psicología,1,1037,518,Miraflores,-12.125499,-77.019165,True,False,45
S0648,Diego Ramos,19,M,UNI,Arquitectura,4,1447,724,Miraflores,-12.115928,-77.02607,False,True,21
S0649,Miguel Tello,18,M,UNMSM,Administración,2,1101,550,Comas,-12.008781,-77.076025,False,False,23
S0650,Hernán Cabrera,21,M,UCS,Administración,1,886,443,Magdalena,-12.086357,-77.068805,True,True,39
S0651,Sergio Ruiz,20,M,UAP,Administración,4,938,469,San Miguel,-12.051958,-77.09074,False,False,44
S0652,Diana Quispe,22,F,UPC,Diseño,4,1093,546,Surco,-12.158587,-76.980284,True,False,49
S0653,Gabriel Sánchez,18,M,PUCP,Informática,2,944,472,Surco,-12.146816,-76.981145,False,True,27
S0654,Elías Castillo,21,M,UAP,Psicología,4,1175,588,San Isidro,-12.093084,-77.046692,True,True,58
S0655,Sebastián Montoya,25,M,UAP,Economía,4,1489,744,San Miguel,-12.047375,-77.087736,False,True,28
S0656,Andrea Gómez,18,F,UTP,Diseño,5,1292,646,Magdalena,-12.087609,-77.068058,False,False,33
S0657,Héctor Morales,22,M,UCS,Administración,1,1225,612,Magdalena,-12.093553,-77.064859,True,False,41
S0658,Elsa Cabrera,24,F,UCS,Psicología,5,907,454,Comas,-11.997289,-77.06519,True,True,30
S0659,Verónica Ramírez,24,F,UNI,Derecho,4,1185,592,San Miguel,-12.058163,-77.076913,True,False,29
S0660,Víctor Montoya,24,M,UPC,Informática,2,1569,784,La Molina,-12.055904,-76.919582,False,False,58
S0661,Nicolás Chávez,23,M,UL,Administración,2,1420,710,Miraflores,-12.130811,-77.031833,True,True,39
S0662,Andrés Torres,21,M,UL,Informática,1,1446,723,Miraflores,-12.123182,-77.03241,True,False,30
S0663,Bruno Lozano,20,M,PUCP,Derecho,3,1362,681,Surco,-12.148122,-76.996567,False,True,21
S0664,Mónica Mejía,18,F,UAP,Informática,3,1143,572,Comas,-12.000304,-77.060306,True,True,30
S0665,Mónica Vargas,21,F,UNMSM,Economía,4,977,488,La Molina,-12.069748,-76.931997,False,False,46
S0666,Natalia Ortega,24,F,UL,Ingeniería,3,1004,502,La Molina,-12.062345,-76.916705,True,False,43
S0667,Camila Montoya,25,F,PUCP,Economía,1,1293,646,Los Olivos,-11.976903,-77.078449,False,False,39
S0668,Daniel Yáñez,19,M,UNMSM,Arquitectura,4,951,476,San Miguel,-12.060547,-77.09576,True,True,51
S0669,Mónica Rojas,19,F,UAP,Psicología,3,1195,598,Magdalena,-12.092418,-77.061092,True,True,42
S0670,Diego Ramírez,21,M,UNMSM,Diseño,3,1535,768,San Isidro,-12.087075,-77.036313,False,True,43
S0671,Diego Ramírez,24,M,UAP,Derecho,5,1025,512,Comas,-12.001862,-77.077617,False,True,49
S0672,Jessica Ramírez,23,F,UCS,Economía,1,1202,601,Los Olivos,-11.972294,-77.070798,True,False,35
S0673,Miranda Carrasco,24,F,UNI,Diseño,1,1470,735,Surco,-12.144543,-76.996145,True,True,21
S0674,Luz Torres,19,F,UL,Arte,4,1255,628,San Isidro,-12.105096,-77.036915,True,True,43
S0675,Alejandro Lozano,23,M,UPC,Ingeniería,2,1232,616,Miraflores,-12.118152,-77.033376,True,False,39
S0676,Carlos Mejía,24,M,UL,Informática,5,1354,677,Miraflores,-12.125063,-77.025054,True,False,39
S0677,Víctor Herrera,23,M,USIL,Arquitectura,2,1378,689,Miraflores,-12.128212,-77.026877,True,False,49
S0678,María Gómez,18,F,UNI,Ciencias,3,1085,542,Los Olivos,-11.97997,-77.075421,False,True,60
S0679,Valeria Vargas,25,F,UNI,Ciencias,3,1233,616,Los Olivos,-11.972817,-77.078031,False,True,43
S0680,Jimena Rojas,18,F,UTP,Arquitectura,5,1244,622,Comas,-12.001349,-77.075812,True,False,57
S0681,Martín Villegas,25,M,USIL,Ingeniería,5,1322,661,Magdalena,-12.092258,-77.071798,False,False,57
S0682,Carla Cabrera,22,F,UL,Informática,4,1355,678,Miraflores,-12.117393,-77.026499,True,False,44
S0683,Alejandro Cabrera,23,M,UCS,Psicología,3,1051,526,Surco,-12.146421,-76.999487,True,False,20
S0684,Mónica Campos,23,F,UNMSM,Administración,5,1040,520,Comas,-11.991489,-77.065872,True,False,32
S0685,Diego Luna,23,M,USIL,Derecho,4,1573,786,Magdalena,-12.085227,-77.06183,False,True,28
S0686,Rosa Gutiérrez,24,F,PUCP,Informática,4,986,493,La Molina,-12.073627,-76.936563,True,True,46
S0687,Oscar Yáñez,25,M,UNI,Administración,2,1039,520,Comas,-11.991118,-77.071623,False,True,28
S0688,Jorge Peña,23,M,USIL,Derecho,4,927,464,Miraflores,-12.115781,-77.018301,True,True,34
S0689,Camila Mejía,21,F,UNMSM,Informática,2,811,406,Magdalena,-12.098299,-77.071067,False,False,52
S0690,Pablo Gutiérrez,25,M,UPC,Arte,1,828,414,San Isidro,-12.096292,-77.032606,True,True,33
S0691,Luis Reyes,21,M,UPC,Medicina,5,1574,787,San Isidro,-12.091237,-77.026793,False,False,21
S0692,Miguel Molina,22,M,UNI,Informática,1,1284,642,La Molina,-12.055844,-76.921687,True,False,39
S0693,Lucía Bravo,25,F,UNI,Economía,1,1589,794,San Isidro,-12.086854,-77.046658,False,False,57
S0694,Melissa León,24,F,UL,Ciencias,5,1566,783,Magdalena,-12.094719,-77.071784,True,False,23
S0695,Patricia Montoya,19,F,UL,Derecho,5,1147,574,San Isidro,-12.105731,-77.040512,True,True,42
S0696,Diego Zamora,20,M,PUCP,Economía,2,1152,576,San Isidro,-12.102763,-77.045683,False,False,30
S0697,Daniel Bravo,24,M,UPC,Ciencias,3,997,498,San Miguel,-12.060904,-77.095803,True,False,33
S0698,Carmen Reyes,21,F,UNI,Administración,2,1139,570,Surco,-12.150537,-76.989588,True,False,48
S0699,Martín Silva,24,M,USIL,Psicología,5,1371,686,Comas,-12.00894,-77.069633,False,False,42
S0700,Miguel Rojas,20,M,PUCP,Ingeniería,3,1250,625,San Miguel,-12.058916,-77.089345,True,True,31
S0701,Noelia León,22,F,UNMSM,Economía,1,1546,773,La Molina,-12.059403,-76.923788,True,False,27
S0702,Diana Ramírez,18,F,UL,Derecho,4,1110,555,La Molina,-12.062522,-76.930669,True,True,55
S0703,Raúl León,20,M,UNMSM,Informática,2,930,465,Magdalena,-12.091182,-77.078118,False,True,34
S0704,Pamela Yáñez,18,F,USIL,Derecho,5,1463,732,San Miguel,-12.065021,-77.07787,False,True,22
S0705,Raúl Gutiérrez,23,M,PUCP,Psicología,5,999,500,Surco,-12.155356,-76.994364,False,False,53
S0706,Eduardo León,23,M,UTP,Administración,2,1365,682,Miraflores,-12.114052,-77.019347,True,True,21
S0707,Claudia Flores,24,F,UAP,Derecho,2,1174,587,San Isidro,-12.094307,-77.032942,False,False,28
S0708,Raúl Alvarado,19,M,UNMSM,Administración,3,938,469,Los Olivos,-11.963343,-77.077542,False,True,40
S0709,Eduardo Espinoza,25,M,PUCP,Psicología,3,1252,626,La Molina,-12.074682,-76.92382,True,False,36
S0710,Lucía Peña,23,F,UTP,Informática,2,1275,638,San Miguel,-12.064708,-77.091832,True,True,28
S0711,Pamela Carrasco,24,F,UTP,Administración,5,999,500,Miraflores,-12.116741,-77.034743,False,True,56
S0712,Tatiana Chávez,24,F,USIL,Economía,4,1383,692,La Molina,-12.063389,-76.919508,False,True,23
S0713,Nicolás Paredes,21,M,UAP,Administración,5,909,454,Comas,-12.007029,-77.064418,True,True,60
S0714,Patricia Lozano,23,F,PUCP,Diseño,5,1003,502,San Isidro,-12.100879,-77.03762,False,True,53
S0715,Nicolás Ibarra,22,M,UL,Psicología,1,1149,574,Miraflores,-12.124601,-77.033834,True,True,41
S0716,Elena Sánchez,23,F,UCS,Arquitectura,4,1463,732,Magdalena,-12.092796,-77.076662,True,True,39
S0717,Ana Morales,25,F,UNI,Ciencias,1,1567,784,La Molina,-12.064258,-76.929962,False,False,31
S0718,Aler Díaz,24,M,UNI,Arquitectura,2,840,420,Los Olivos,-11.971077,-77.065921,False,True,47
S0719,Ricardo Silva,23,M,UTP,Ingeniería,2,1317,658,San Miguel,-12.066263,-77.079934,False,False,50
S0720,José Chávez,18,M,UCS,Diseño,5,880,440,Comas,-12.00293,-77.076216,True,True,23
S0721,Rodrigo Ramos,25,M,UPC,Economía,4,1333,666,Comas,-11.996389,-77.072097,False,False,40
S0722,Carlos Montoya,23,M,UL,Arte,1,1348,674,San Miguel,-12.061702,-77.087704,True,True,20
S0723,Andrea Fernández,20,F,USIL,Arquitectura,1,1529,764,Surco,-12.151016,-76.998253,True,True,57
S0724,Rosa Chávez,25,F,UTP,Diseño,3,1328,664,Los Olivos,-11.969693,-77.078282,True,False,35
S0725,Rosa Ruiz,25,F,UCS,Psicología,5,859,430,Los Olivos,-11.96313,-77.071599,False,False,49
S0726,Oscar Palomino,20,M,UL,Derecho,3,840,420,Los Olivos,-11.969129,-77.060552,True,False,34
S0727,Adrián Mendoza,23,M,USIL,Psicología,4,1574,787,Surco,-12.158067,-76.981959,True,False,54
S0728,Ana Gómez,24,F,UCS,Medicina,1,1444,722,Magdalena,-12.089902,-77.077151,True,True,60
S0729,Vanessa Herrera,18,F,UNI,Derecho,5,1446,723,Magdalena,-12.082162,-77.074303,False,True,37
S0730,Alberto Quispe,20,M,UTP,Psicología,2,1436,718,San Miguel,-12.050092,-77.088538,True,True,24
S0731,Rosa Díaz,23,F,UL,Economía,3,1276,638,Comas,-12.00179,-77.07286,True,True,22
S0732,Renato Salazar,19,M,UPC,Arte,2,1095,548,San Miguel,-12.049515,-77.08035,True,False,35
S0733,María Sánchez,18,F,UNMSM,Psicología,3,1446,723,San Miguel,-12.052083,-77.09117,True,False,27
S0734,Antonio Luna,20,M,UNMSM,Economía,1,1038,519,La Molina,-12.070268,-76.935205,True,False,54
S0735,Flor Castillo,25,F,UPC,Psicología,5,1500,750,San Isidro,-12.090608,-77.030726,False,False,26
S0736,Gustavo Espinoza,22,M,UTP,Economía,4,1260,630,San Miguel,-12.047494,-77.095016,True,False,27
S0737,Juan Mendoza,18,M,UL,Psicología,4,1030,515,La Molina,-12.068838,-76.933339,False,False,38
S0738,Mónica Chávez,20,F,UTP,Medicina,5,1276,638,Comas,-11.996543,-77.075277,True,True,37
S0739,Paola Vargas,19,F,UPC,Ciencias,5,915,458,Surco,-12.152232,-76.981785,False,False,22
S0740,Carla Reyes,22,F,PUCP,Psicología,1,1009,504,Miraflores,-12.123711,-77.031612,False,True,45
